question_id,foi_status,sub5b_answer,sub1_answer,same_answer,question_mode,operator_guess,operator_family,source_dataset,foi,nsvs_indices_empty_count,nsvs_indices_total_arrays,has_entry
708,bypassed,B,B,True,mc,before,before,agqa,[-1],0,0,True
709,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
710,clean,A,D,False,mc,always_before,always_before,bf,"[225, 509]",0,2,True
711,clean,B,B,True,mc,always_before,always_before,bf,"[2715, 2879]",0,2,True
712,partial,No,No,True,bool,unknown,unknown,ct,"[1, 7529]",1,2,True
713,clean,No,No,True,bool,always_before,always_before,star,"[0, 28]",0,2,True
714,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
715,clean,Yes,Yes,True,bool,until,until,agqa,"[0, 37]",0,2,True
716,partial,Yes,No,False,bool,unknown,unknown,ct,"[913, 5735]",1,2,True
717,clean,D,D,True,mc,always_before,always_before,bf,"[0, 1469]",0,2,True
718,clean,No,No,True,bool,always_before,always_before,bf,"[240, 1214]",0,2,True
719,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
720,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
721,partial,C,C,True,mc,before,before,star,"[0, 21]",1,2,True
722,clean,Yes,Yes,True,bool,unknown,unknown,star,"[0, 58]",0,2,True
723,clean,B,B,True,mc,always_before,always_before,bf,"[1980, 3299]",0,2,True
724,partial,B,B,True,mc,while,during,agqa,"[0, 11]",1,2,True
725,clean,D,D,True,mc,always_before,always_before,ct,"[2137, 2758]",0,2,True
726,partial,C,B,False,mc,before,before,agqa,"[0, 38]",1,2,True
727,partial,A,A,True,mc,always_after,always_after,agqa,"[0, 53]",1,2,True
728,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
729,partial,D,B,False,mc,always_before,always_before,star,"[0, 44]",1,2,True
730,bypassed,D,A,False,mc,after,after,agqa,[-1],0,0,True
731,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,bf,"[630, 1034]",0,2,True
732,bypassed,Yes,Yes,True,bool,immediately_after,after,star,[-1],0,0,True
733,bypassed,No,Yes,False,bool,unknown,unknown,ct,[-1],0,0,True
734,partial,No,No,True,bool,always_after,always_after,agqa,"[0, 41]",1,2,True
735,clean,C,C,True,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 28]",0,2,True
736,clean,No,No,True,bool,always_after,always_after,bf,"[555, 779]",0,2,True
737,partial,No,No,True,bool,unknown,unknown,star,"[0, 27]",1,2,True
738,clean,Yes,No,False,bool,always_after,always_after,ct,"[1171, 1678]",0,2,True
739,clean,B,B,True,mc,always_before,always_before,bf,"[1080, 1350]",0,2,True
740,bypassed,B,B,True,mc,until,until,ct,[-1],0,0,True
741,clean,B,B,True,mc,always_before,always_before,bf,"[1425, 2594]",0,2,True
742,bypassed,B,C,False,mc,always_after,always_after,agqa,[-1],0,0,True
743,clean,A,A,True,mc,always_before,always_before,bf,"[75, 525]",0,2,True
744,bypassed,Yes,Yes,True,bool,in_turn_occurs,in_turn_occurs,agqa,[-1],0,0,True
745,partial,B,B,True,mc,after,after,star,"[0, 24]",1,2,True
746,partial,A,A,True,mc,always_after,always_after,ct,"[270, 13649]",1,2,True
747,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
748,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[1261, 1828]",0,2,True
749,clean,A,A,True,mc,always_before,always_before,bf,"[4095, 4267]",0,2,True
750,partial,Yes,Yes,True,bool,until,until,agqa,"[0, 29]",1,2,True
751,clean,B,B,True,mc,always_before,always_before,bf,"[210, 405]",0,2,True
752,partial,B,B,True,mc,before,before,ct,"[0, 4980]",1,2,True
753,bypassed,A,A,True,mc,always_after,always_after,star,[-1],0,0,True
754,clean,A,C,False,mc,always_before,always_before,bf,"[15, 224]",0,2,True
755,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
756,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
757,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
758,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
759,bypassed,No,No,True,bool,always_after,always_after,agqa,[-1],1,2,True
760,bypassed,No,No,True,bool,always_before,always_before,bf,[-1],0,2,True
761,clean,Yes,No,False,bool,until,until,ct,"[9793, 10534]",0,2,True
762,clean,A,A,True,mc,always_before,always_before,bf,"[120, 300]",0,2,True
763,clean,D,D,True,mc,always_before,always_before,bf,"[2355, 3146]",0,2,True
764,clean,No,No,True,bool,before,before,ct,"[4171, 5188]",0,2,True
765,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
766,partial,D,D,True,mc,until,until,ct,"[0, 3450]",1,2,True
767,partial,D,A,False,mc,until,until,star,"[0, 40]",1,2,True
768,partial,No,No,True,bool,always_after,always_after,ct,"[3001, 12029]",1,2,True
769,bypassed,B,B,True,mc,until,until,star,[-1],0,0,True
770,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
771,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],0,0,True
772,partial,C,C,True,mc,always_after,always_after,star,"[0, 35]",1,2,True
773,clean,D,D,True,mc,always_before,always_before,bf,"[210, 749]",0,2,True
774,partial,C,C,True,mc,until,until,ct,"[91, 13709]",1,2,True
775,clean,D,D,True,mc,always_before,always_before,bf,"[870, 1514]",0,2,True
776,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 42]",1,2,True
777,clean,D,D,True,mc,always_before,always_before,bf,"[225, 1005]",0,2,True
778,clean,B,B,True,mc,always_before,always_before,bf,"[810, 1289]",0,2,True
779,partial,Yes,No,False,bool,unknown,unknown,bf,"[75, 2250]",1,2,True
780,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
781,bypassed,B,B,True,mc,unknown,unknown,agqa,[-1],0,0,True
782,bypassed,C,C,True,mc,before,before,star,[-1],0,0,True
783,bypassed,No,No,True,bool,after,after,bf,[-1],1,2,True
784,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[0, 8391]",1,2,True
785,partial,C,B,False,mc,unknown,unknown,ct,"[1260, 13410]",1,2,True
786,clean,Yes,Yes,True,bool,until,until,agqa,"[0, 29]",0,2,True
787,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,[-1],0,0,True
788,clean,B,B,True,mc,always_before,always_before,bf,"[330, 749]",0,2,True
789,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],0,2,True
790,clean,No,No,True,bool,immediately_after,after,ct,"[9061, 10108]",0,2,True
791,partial,B,B,True,mc,unknown,unknown,agqa,"[0, 49]",1,2,True
792,clean,B,B,True,mc,always_before,always_before,bf,"[375, 734]",0,2,True
793,bypassed,C,D,False,mc,always_after,always_after,star,[-1],0,0,True
794,clean,C,D,False,mc,always_before,always_before,bf,"[3901, 4198]",0,2,True
795,bypassed,D,D,True,mc,unknown,unknown,star,[-1],0,0,True
796,partial,A,C,False,mc,until,until,ct,"[4380, 4680]",1,2,True
797,partial,B,B,True,mc,always_before,always_before,ct,"[120, 7128]",1,2,True
798,clean,D,B,False,mc,always_before,always_before,ct,"[1633, 2206]",0,2,True
799,bypassed,No,No,True,bool,since,since,agqa,[-1],0,0,True
800,clean,No,Yes,False,bool,always_before,always_before,star,"[0, 28]",0,2,True
801,clean,D,D,True,mc,always_before,always_before,bf,"[960, 1589]",0,2,True
802,clean,B,A,False,mc,in_turn_occurs,in_turn_occurs,ct,"[1741, 2729]",0,2,True
803,partial,C,C,True,mc,unknown,unknown,agqa,"[0, 28]",1,2,True
804,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
805,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[1321, 2375]",1,2,True
806,clean,Yes,No,False,bool,before,before,ct,"[1454, 2522]",0,2,True
807,clean,B,B,True,mc,always_before,always_before,bf,"[390, 1214]",0,2,True
808,partial,Yes,No,False,bool,unknown,unknown,bf,"[105, 600]",1,2,True
809,clean,A,A,True,mc,always_before,always_before,bf,"[0, 538]",0,2,True
810,clean,B,B,True,mc,always_before,always_before,bf,"[0, 643]",0,2,True
811,bypassed,B,B,True,mc,in_turn_occurs,in_turn_occurs,star,[-1],0,0,True
812,clean,C,C,True,mc,always_before,always_before,agqa,"[0, 45]",0,2,True
813,partial,B,B,True,mc,immediately_after,after,agqa,"[0, 20]",1,2,True
814,clean,B,B,True,mc,always_before,always_before,bf,"[165, 420]",0,2,True
815,bypassed,B,B,True,mc,before,before,agqa,[-1],0,0,True
816,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],0,0,True
817,clean,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 55]",0,2,True
818,bypassed,C,C,True,mc,after,after,agqa,[-1],0,0,True
819,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
820,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],1,2,True
821,clean,No,No,True,bool,always_before,always_before,bf,"[240, 1214]",0,2,True
822,clean,A,A,True,mc,always_before,always_before,bf,"[0, 254]",0,2,True
823,bypassed,D,D,True,mc,unknown,unknown,star,[-1],0,0,True
824,clean,C,C,True,mc,always_before,always_before,bf,"[780, 1169]",0,2,True
825,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,[-1],1,2,True
826,clean,D,D,True,mc,always_before,always_before,bf,"[435, 524]",0,2,True
827,partial,Yes,Yes,True,bool,unknown,unknown,bf,"[75, 902]",1,2,True
828,bypassed,A,A,True,mc,when,when,star,[-1],0,0,True
829,partial,B,B,True,mc,when,when,agqa,"[0, 12]",1,2,True
830,clean,D,D,True,mc,always_before,always_before,agqa,"[0, 49]",0,2,True
831,partial,B,C,False,mc,while,during,star,"[0, 33]",1,2,True
832,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
833,partial,Yes,Yes,True,bool,immediately_after,after,agqa,"[24, 24]",1,2,True
834,clean,B,B,True,mc,always_before,always_before,bf,"[3210, 5417]",0,2,True
835,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
836,clean,B,D,False,mc,in_turn_occurs,in_turn_occurs,star,"[0, 49]",0,2,True
837,clean,B,A,False,mc,always_before,always_before,bf,"[1246, 1573]",0,2,True
838,clean,A,A,True,mc,always_before,always_before,bf,"[0, 239]",0,2,True
839,bypassed,C,C,True,mc,always_before,always_before,bf,[-1],0,0,True
840,clean,Yes,No,False,bool,in_turn_occurs,in_turn_occurs,ct,"[3817, 4222]",0,2,True
841,clean,C,C,True,mc,always_before,always_before,bf,"[0, 959]",0,2,True
842,clean,B,B,True,mc,always_before,always_before,ct,"[4770, 5010]",0,2,True
843,clean,No,No,True,bool,unknown,unknown,agqa,"[0, 27]",0,2,True
844,clean,A,A,True,mc,always_before,always_before,agqa,"[0, 42]",0,2,True
845,bypassed,B,B,True,mc,always_before,always_before,agqa,[-1],0,0,True
846,partial,D,D,True,mc,always_before,always_before,ct,"[67, 6194]",1,2,True
847,clean,D,D,True,mc,always_before,always_before,bf,"[150, 525]",0,2,True
848,clean,Yes,No,False,bool,always_after,always_after,ct,"[1950, 2400]",0,2,True
849,bypassed,A,A,True,mc,while,during,agqa,[-1],0,0,True
850,clean,Yes,No,False,bool,immediately_after,after,ct,"[11131, 12118]",0,2,True
851,partial,B,B,True,mc,always_before,always_before,star,"[0, 32]",1,2,True
852,clean,C,C,True,mc,always_before,always_before,bf,"[330, 674]",0,2,True
853,clean,A,A,True,mc,always_before,always_before,bf,"[0, 209]",0,2,True
854,partial,C,C,True,mc,always_before,always_before,ct,"[3571, 3749]",1,2,True
855,clean,C,C,True,mc,always_before,always_before,bf,"[0, 224]",0,2,True
856,bypassed,No,No,True,bool,since,since,agqa,[-1],0,0,True
857,bypassed,B,B,True,mc,always_before,always_before,bf,[-1],0,0,True
858,clean,Yes,No,False,bool,until,until,ct,"[817, 1222]",0,2,True
859,partial,B,B,True,mc,unknown,unknown,agqa,"[0, 24]",1,2,True
860,bypassed,D,D,True,mc,when,when,agqa,[-1],0,0,True
861,clean,Yes,No,False,bool,in_turn_occurs,in_turn_occurs,ct,"[5521, 6928]",0,2,True
862,clean,A,A,True,mc,always_before,always_before,ct,"[8641, 9898]",0,2,True
863,partial,D,D,True,mc,always_before,always_before,star,"[0, 19]",1,2,True
864,clean,No,No,True,bool,since,since,star,"[0, 23]",0,2,True
865,clean,A,A,True,mc,always_before,always_before,bf,"[390, 524]",0,2,True
866,bypassed,No,No,True,bool,always_before,always_before,star,[-1],1,2,True
867,partial,A,A,True,mc,unknown,unknown,star,"[0, 0]",1,2,True
868,partial,D,D,True,mc,always_before,always_before,ct,"[420, 1710]",1,2,True
869,clean,B,B,True,mc,always_before,always_before,bf,"[210, 645]",0,2,True
870,partial,C,C,True,mc,before,before,agqa,"[0, 45]",1,2,True
871,clean,C,C,True,mc,always_before,always_before,bf,"[3030, 3090]",0,2,True
872,bypassed,No,No,True,bool,always_after,always_after,agqa,[-1],1,2,True
873,bypassed,C,C,True,mc,always_before,always_before,bf,[-1],1,2,True
874,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,"[0, 25]",0,2,True
875,clean,No,No,True,bool,until,until,bf,"[15, 450]",0,2,True
876,clean,A,B,False,mc,in_turn_occurs,in_turn_occurs,ct,"[2551, 3058]",0,2,True
877,partial,D,B,False,mc,always_before,always_before,star,"[0, 36]",1,2,True
878,partial,C,A,False,mc,until,until,star,"[0, 19]",1,2,True
879,clean,B,B,True,mc,always_before,always_before,bf,"[150, 539]",0,2,True
880,partial,B,B,True,mc,always_after,always_after,star,"[24, 59]",1,2,True
881,partial,Yes,No,False,bool,always_after,always_after,agqa,"[0, 24]",1,2,True
882,clean,Yes,Yes,True,bool,after,after,ct,"[1512, 2158]",0,2,True
883,clean,C,C,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 47]",0,2,True
884,clean,Yes,Yes,True,bool,since,since,star,"[0, 17]",0,2,True
885,bypassed,Yes,Yes,True,bool,always_before,always_before,star,[-1],0,0,True
886,partial,C,C,True,mc,unknown,unknown,agqa,"[0, 35]",1,2,True
887,partial,No,Yes,False,bool,until,until,agqa,"[0, 29]",1,2,True
888,clean,B,D,False,mc,always_before,always_before,bf,"[915, 1499]",0,2,True
889,bypassed,A,B,False,mc,unknown,unknown,star,[-1],0,0,True
890,partial,No,No,True,bool,since,since,agqa,"[0, 18]",1,2,True
891,clean,A,A,True,mc,always_before,always_before,bf,"[2820, 3195]",0,2,True
892,partial,C,C,True,mc,unknown,unknown,agqa,"[0, 17]",1,2,True
893,partial,No,No,True,bool,unknown,unknown,ct,"[271, 6809]",1,2,True
894,bypassed,D,D,True,mc,immediately_after,after,star,[-1],0,0,True
895,bypassed,B,D,False,mc,unknown,unknown,agqa,[-1],0,0,True
896,clean,B,B,True,mc,always_before,always_before,star,"[0, 56]",0,2,True
897,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
898,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
899,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[1561, 2218]",0,2,True
900,clean,No,No,True,bool,always_before,always_before,bf,"[150, 1094]",0,2,True
901,clean,B,B,True,mc,always_before,always_before,bf,"[1800, 3146]",0,2,True
902,partial,C,C,True,mc,after,after,agqa,"[0, 22]",1,2,True
903,bypassed,D,D,True,mc,since,since,agqa,[-1],0,0,True
904,clean,C,C,True,mc,always_before,always_before,bf,"[240, 570]",0,2,True
905,partial,No,No,True,bool,unknown,unknown,ct,"[457, 3047]",1,2,True
906,clean,D,D,True,mc,always_before,always_before,bf,"[585, 1050]",0,2,True
907,clean,D,D,True,mc,always_before,always_before,bf,"[0, 599]",0,2,True
908,bypassed,No,Yes,False,bool,until,until,ct,[-1],0,2,True
909,clean,Yes,No,False,bool,in_turn_occurs,in_turn_occurs,bf,"[165, 315]",0,2,True
910,clean,No,No,True,bool,before,before,ct,"[3595, 4369]",0,2,True
911,clean,Yes,No,False,bool,always_before,always_before,ct,"[2997, 3482]",0,2,True
912,bypassed,C,C,True,mc,always_before,always_before,agqa,[-1],0,0,True
913,bypassed,Yes,No,False,bool,unknown,unknown,star,[-1],0,0,True
914,partial,No,No,True,bool,unknown,unknown,ct,"[8401, 10829]",1,2,True
915,partial,Yes,Yes,True,bool,unknown,unknown,bf,"[45, 572]",1,2,True
916,partial,C,C,True,mc,until,until,star,"[0, 17]",1,2,True
917,clean,No,No,True,bool,unknown,unknown,agqa,"[0, 100]",0,2,True
918,clean,Yes,No,False,bool,after,after,agqa,"[0, 27]",0,2,True
919,clean,Yes,Yes,True,bool,always_before,always_before,agqa,"[0, 44]",0,2,True
920,partial,Yes,Yes,True,bool,after,after,ct,"[1471, 2369]",1,2,True
921,clean,Yes,Yes,True,bool,always_before,always_before,star,"[0, 42]",0,2,True
922,bypassed,Yes,No,False,bool,always_before,always_before,ct,[-1],1,2,True
923,clean,No,No,True,bool,until,until,bf,"[150, 3341]",0,2,True
924,partial,C,C,True,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 21]",1,2,True
925,bypassed,A,A,True,mc,before,before,star,[-1],0,0,True
926,partial,No,Yes,False,bool,in_turn_occurs,in_turn_occurs,star,"[0, 11]",1,2,True
927,partial,D,B,False,mc,immediately_after,after,agqa,"[0, 49]",1,2,True
928,bypassed,No,No,True,bool,until,until,star,[-1],1,2,True
929,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
930,clean,C,C,True,mc,always_before,always_before,ct,"[1776, 2208]",0,2,True
931,bypassed,B,B,True,mc,unknown,unknown,star,[-1],0,0,True
932,partial,A,C,False,mc,unknown,unknown,agqa,"[0, 23]",1,2,True
933,clean,Yes,No,False,bool,until,until,ct,"[2281, 2939]",0,2,True
934,bypassed,Yes,Yes,True,bool,until,until,ct,[-1],0,2,True
935,bypassed,B,B,True,mc,since,since,agqa,[-1],0,0,True
936,clean,D,D,True,mc,always_before,always_before,bf,"[0, 614]",0,2,True
937,bypassed,D,D,True,mc,unknown,unknown,agqa,[-1],0,0,True
938,clean,D,B,False,mc,always_before,always_before,bf,"[886, 958]",0,2,True
939,partial,No,No,True,bool,unknown,unknown,bf,"[0, 645]",1,2,True
940,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[24, 2448]",1,2,True
941,partial,C,C,True,mc,until,until,agqa,"[0, 73]",1,2,True
942,clean,B,D,False,mc,always_before,always_before,bf,"[1470, 2879]",0,2,True
943,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
944,bypassed,No,No,True,bool,until,until,bf,[-1],0,2,True
945,partial,D,A,False,mc,before,before,agqa,"[0, 45]",1,2,True
946,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,[-1],0,0,True
947,partial,B,B,True,mc,since,since,star,"[0, 48]",1,2,True
948,clean,No,No,True,bool,until,until,bf,"[0, 307]",0,2,True
949,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
950,partial,C,C,True,mc,until,until,star,"[0, 25]",1,2,True
951,partial,A,D,False,mc,always_after,always_after,star,"[0, 17]",1,2,True
952,partial,Yes,No,False,bool,unknown,unknown,bf,"[31, 4334]",1,2,True
953,partial,D,C,False,mc,since,since,star,"[0, 49]",1,2,True
954,partial,C,C,True,mc,when,when,agqa,"[0, 29]",1,2,True
955,clean,A,A,True,mc,always_before,always_before,agqa,"[0, 42]",0,2,True
956,partial,Yes,Yes,True,bool,unknown,unknown,bf,"[240, 3795]",1,2,True
957,bypassed,C,C,True,mc,unknown,unknown,agqa,[-1],0,0,True
958,partial,A,A,True,mc,always_before,always_before,ct,"[2341, 4289]",1,2,True
959,bypassed,Yes,No,False,bool,before,before,agqa,[-1],0,0,True
960,clean,D,D,True,mc,always_before,always_before,ct,"[4231, 5369]",0,2,True
961,partial,No,No,True,bool,after,after,agqa,"[0, 34]",1,2,True
962,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
963,clean,A,A,True,mc,in_turn_occurs,in_turn_occurs,ct,"[4681, 5519]",0,2,True
964,clean,A,A,True,mc,always_before,always_before,bf,"[270, 704]",0,2,True
965,bypassed,B,B,True,mc,while,during,agqa,[-1],0,0,True
966,clean,B,B,True,mc,always_before,always_before,bf,"[810, 1574]",0,2,True
967,clean,Yes,Yes,True,bool,before,before,agqa,"[0, 21]",0,2,True
968,clean,B,C,False,mc,always_before,always_before,bf,"[960, 1319]",0,2,True
969,clean,No,No,True,bool,immediately_after,after,ct,"[4861, 5608]",0,2,True
970,clean,A,C,False,mc,always_before,always_before,bf,"[1441, 2158]",0,2,True
971,bypassed,B,B,True,mc,always_before,always_before,agqa,[-1],0,0,True
972,bypassed,D,D,True,mc,before,before,star,[-1],0,0,True
973,clean,No,No,True,bool,until,until,ct,"[1129, 1583]",0,2,True
974,clean,No,No,True,bool,always_before,always_before,agqa,"[0, 38]",0,2,True
975,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 0]",1,2,True
976,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
977,partial,No,Yes,False,bool,always_after,always_after,agqa,"[0, 15]",1,2,True
978,partial,B,B,True,mc,before,before,ct,"[3931, 6029]",1,2,True
979,clean,No,No,True,bool,immediately_after,after,ct,"[5520, 8069]",0,2,True
980,bypassed,A,A,True,mc,until,until,star,[-1],0,0,True
981,bypassed,D,D,True,mc,unknown,unknown,ct,[-1],0,0,True
982,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[3271, 4049]",0,2,True
983,partial,No,No,True,bool,until,until,star,"[0, 50]",1,2,True
984,bypassed,D,D,True,mc,after,after,ct,[-1],0,0,True
985,partial,D,D,True,mc,unknown,unknown,agqa,"[0, 0]",1,2,True
986,partial,B,B,True,mc,always_before,always_before,ct,"[421, 7709]",1,2,True
987,clean,D,A,False,mc,always_before,always_before,ct,"[984, 1272]",0,2,True
988,partial,D,D,True,mc,always_before,always_before,ct,"[169, 3479]",1,2,True
989,partial,A,A,True,mc,after,after,ct,"[1464, 1944]",1,2,True
990,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
991,clean,D,B,False,mc,always_before,always_before,bf,"[2580, 2775]",0,2,True
992,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 74]",1,2,True
993,partial,D,D,True,mc,always_after,always_after,ct,"[1290, 1860]",1,2,True
994,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
995,partial,No,No,True,bool,after,after,agqa,"[0, 34]",1,2,True
996,clean,B,B,True,mc,always_before,always_before,bf,"[540, 735]",0,2,True
997,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],1,2,True
998,clean,A,A,True,mc,always_before,always_before,bf,"[360, 630]",0,2,True
999,partial,D,C,False,mc,while,during,star,"[0, 37]",1,2,True
1000,bypassed,No,No,True,bool,until,until,bf,[-1],1,2,True
1001,clean,B,C,False,mc,always_before,always_before,bf,"[1515, 1799]",0,2,True
1002,partial,B,B,True,mc,after,after,ct,"[30, 5810]",1,2,True
1003,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,ct,"[6601, 7769]",0,2,True
1004,clean,Yes,No,False,bool,always_after,always_after,ct,"[6150, 11819]",0,2,True
1005,clean,C,C,True,mc,always_before,always_before,bf,"[315, 554]",0,2,True
1006,bypassed,A,A,True,mc,until,until,star,[-1],0,0,True
1007,bypassed,B,B,True,mc,when,when,agqa,[-1],0,0,True
1008,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
1009,partial,C,C,True,mc,while,during,agqa,"[0, 47]",1,2,True
1010,clean,A,A,True,mc,always_before,always_before,bf,"[885, 1364]",0,2,True
1011,partial,A,A,True,mc,always_before,always_before,bf,"[555, 630]",1,2,True
1012,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[2011, 2819]",0,2,True
1013,partial,No,No,True,bool,after,after,star,"[0, 30]",1,2,True
1014,bypassed,Yes,No,False,bool,since,since,star,[-1],1,2,True
1015,clean,No,No,True,bool,since,since,star,"[0, 37]",0,2,True
1016,bypassed,No,No,True,bool,after,after,star,[-1],1,2,True
1017,partial,A,A,True,mc,when,when,agqa,"[0, 34]",1,2,True
1018,clean,Yes,Yes,True,bool,always_before,always_before,agqa,"[0, 50]",0,2,True
1019,clean,C,D,False,mc,always_before,always_before,bf,"[1350, 1874]",0,2,True
1020,clean,Yes,No,False,bool,always_before,always_before,ct,"[3511, 4288]",0,2,True
1021,bypassed,B,C,False,mc,until,until,star,[-1],0,0,True
1022,clean,A,A,True,mc,always_before,always_before,bf,"[345, 420]",0,2,True
1023,clean,No,No,True,bool,always_before,always_before,ct,"[1561, 5248]",0,2,True
1024,bypassed,A,B,False,mc,until,until,star,[-1],0,0,True
1025,clean,Yes,No,False,bool,unknown,unknown,agqa,"[0, 30]",0,2,True
1026,clean,No,No,True,bool,before,before,star,"[0, 39]",0,2,True
1027,clean,D,D,True,mc,always_before,always_before,bf,"[180, 959]",0,2,True
1028,clean,Yes,Yes,True,bool,after,after,ct,"[991, 1289]",0,2,True
1029,clean,No,No,True,bool,until,until,bf,"[705, 1409]",0,2,True
1030,clean,D,D,True,mc,always_before,always_before,bf,"[3871, 4258]",0,2,True
1031,clean,Yes,No,False,bool,always_before,always_before,bf,"[345, 405]",0,2,True
1032,partial,D,D,True,mc,always_after,always_after,agqa,"[24, 50]",1,2,True
1033,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1034,clean,A,A,True,mc,always_before,always_before,bf,"[840, 1589]",0,2,True
1035,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1036,bypassed,B,B,True,mc,in_turn_occurs,in_turn_occurs,star,[-1],0,0,True
1037,clean,C,C,True,mc,always_before,always_before,bf,"[3405, 4199]",0,2,True
1038,clean,No,No,True,bool,always_before,always_before,star,"[0, 44]",0,2,True
1039,clean,D,D,True,mc,always_before,always_before,bf,"[135, 600]",0,2,True
1040,bypassed,Yes,No,False,bool,before,before,agqa,[-1],0,0,True
1041,partial,A,C,False,mc,when,when,agqa,"[0, 29]",1,2,True
1042,clean,No,No,True,bool,always_before,always_before,agqa,"[0, 38]",0,2,True
1043,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 54]",1,2,True
1044,partial,D,B,False,mc,always_after,always_after,ct,"[3721, 3959]",1,2,True
1045,bypassed,Yes,No,False,bool,after,after,ct,[-1],1,2,True
1046,partial,A,C,False,mc,always_before,always_before,agqa,"[0, 46]",1,2,True
1047,bypassed,B,B,True,mc,until,until,star,[-1],0,0,True
1048,bypassed,No,No,True,bool,after,after,star,[-1],0,0,True
1049,clean,No,No,True,bool,before,before,ct,"[4230, 6479]",0,2,True
1050,clean,A,A,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 45]",0,2,True
1051,clean,D,C,False,mc,always_before,always_before,bf,"[1215, 2594]",0,2,True
1052,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 36]",1,2,True
1053,partial,No,No,True,bool,immediately_after,after,agqa,"[0, 55]",1,2,True
1054,partial,No,No,True,bool,unknown,unknown,ct,"[1200, 12336]",1,2,True
1055,bypassed,No,No,True,bool,after,after,star,[-1],0,0,True
1056,bypassed,No,No,True,bool,before,before,agqa,[-1],0,0,True
1057,partial,C,D,False,mc,always_before,always_before,agqa,"[0, 46]",1,2,True
1058,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,ct,"[8311, 8969]",0,2,True
1059,clean,C,C,True,mc,always_before,always_before,bf,"[165, 764]",0,2,True
1060,bypassed,A,A,True,mc,unknown,unknown,star,[-1],0,0,True
