question_id,sub1_baseline_answer,sub5b_paper_faithful_fix2_answer,same_answer,proxy_label,mode,operator_guess,source_dataset,video_id,duration_seconds,duration_bucket,foi,foi_status,foi_seconds,nsvs_indices_any_empty,nsvs_indices_empty_count,foi_suspicious_reasons,retrieval_quality_bucket
1190,Yes,No,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,ct,ct_e9TrvoJRcN4.mp4,160.367,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1191,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_after,star,star_ZQKVY.mp4,1.56,<2s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1196,C,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[0, 329]",non_minus1,22.0,False,0,,disagree_foi_clean
1199,A,D,False,sub1_baseline_preferred_proxy,mc,immediately_after,star,star_2AIP4.mp4,2.44,2-10s,"[0, 60]",non_minus1,2.44,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1206,C,A,False,sub1_baseline_preferred_proxy,mc,always_after,agqa,agqa_3JCEI.mp4,2.16,2-10s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1212,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_7JTEK.mp4,1.44,<2s,"[0, 35]",non_minus1,1.44,False,0,,disagree_foi_clean
1215,C,B,False,sub1_baseline_preferred_proxy,mc,always_before,agqa,agqa_DBT6E.mp4,1.0,<2s,"[0, 24]",non_minus1,1.0,False,0,,disagree_foi_clean
1216,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,bf,bf_P10_webcam01_P10_pancake.mp4,305.2,>60s,"[15, 4577]",non_minus1,304.2,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1228,Yes,No,False,sub1_baseline_preferred_proxy,bool,after,bf,bf_P51_cam01_P51_friedegg.mp4,194.2,>60s,"[0, 555]",non_minus1,37.067,False,0,,disagree_foi_clean
1232,B,A,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,agqa,agqa_9BPW6.mp4,2.08,2-10s,"[0, 51]",non_minus1,2.08,False,0,,disagree_foi_clean
1235,C,D,False,sub1_baseline_preferred_proxy,mc,immediately_after,agqa,agqa_1DGSW.mp4,0.76,<2s,"[0, 18]",non_minus1,0.76,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
1240,Yes,No,False,sub1_baseline_preferred_proxy,bool,after,star,star_YGL6R.mp4,2.4,2-10s,"[0, 59]",non_minus1,2.4,False,0,,disagree_foi_clean
1246,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[1, 4394]",non_minus1,293.065,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1252,Yes,No,False,sub1_baseline_preferred_proxy,bool,before,agqa,agqa_SXFG6.mp4,1.04,<2s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1255,C,A,False,sub1_baseline_preferred_proxy,mc,while,star,star_APTS7.mp4,1.36,<2s,"[0, 33]",non_minus1,1.36,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1257,D,C,False,sub1_baseline_preferred_proxy,mc,before,star,star_C7G1S.mp4,1.36,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1258,D,A,False,sub1_baseline_preferred_proxy,mc,immediately_after,star,star_R2VY3.mp4,1.08,<2s,"[0, 26]",non_minus1,1.08,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1261,C,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P45_webcam02_P45_pancake.mp4,546.467,>60s,"[0, 779]",non_minus1,52.0,False,0,,disagree_foi_clean
1279,A,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P26_webcam02_P26_friedegg.mp4,209.8,>60s,"[150, 540]",non_minus1,26.067,False,0,,disagree_foi_clean
1283,B,D,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_IXISD.mp4,1.12,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1284,B,D,False,sub1_baseline_preferred_proxy,mc,until,star,star_EK5K1.mp4,2.16,2-10s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1285,B,A,False,sub1_baseline_preferred_proxy,mc,after,star,star_STB0G.mp4,0.84,<2s,"[0, 20]",non_minus1,0.84,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
1287,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_scrambledegg.mp4,113.133,>60s,"[180, 420]",non_minus1,16.067,False,0,,disagree_foi_clean
1293,D,C,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,agqa,agqa_SILHS.mp4,1.44,<2s,"[0, 35]",non_minus1,1.44,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1298,C,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P19_cam01_P19_pancake.mp4,263.6,>60s,"[945, 1364]",non_minus1,28.0,False,0,,disagree_foi_clean
1300,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,star,star_DYGB7.mp4,2.4,2-10s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1302,D,C,False,sub1_baseline_preferred_proxy,mc,until,star,star_LVTRJ.mp4,1.6,<2s,"[0, 39]",non_minus1,1.6,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1310,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_B5226.mp4,1.64,<2s,"[24, 24]",non_minus1,0.04,True,1,empty_nsvs_indices_array;foi_too_short,disagree_foi_suspicious
1321,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,agqa,agqa_X91NG.mp4,1.2,<2s,"[0, 29]",non_minus1,1.2,False,0,,disagree_foi_clean
1327,No,Yes,False,sub1_baseline_preferred_proxy,bool,immediately_after,agqa,agqa_4ZJXR.mp4,1.56,<2s,"[0, 38]",non_minus1,1.56,False,0,,disagree_foi_clean
1330,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[601, 1064]",non_minus1,30.947,False,0,,disagree_foi_clean
1334,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_7R5J1X13ddM.mp4,402.4,>60s,"[9781, 10499]",non_minus1,24.066,False,0,,disagree_foi_clean
1338,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_O9HGpensIR8.mp4,558.2,>60s,"[4862, 10490]",non_minus1,225.16,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1340,A,C,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_IUETR.mp4,0.56,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1350,C,B,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,star,star_VHD24.mp4,1.76,<2s,"[0, 43]",non_minus1,1.76,False,0,,disagree_foi_clean
1354,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_eJmHyNgJOiU.mp4,209.676,>60s,"[3421, 4349]",non_minus1,30.998,False,0,,disagree_foi_clean
1363,C,A,False,sub1_baseline_preferred_proxy,mc,after,star,star_297S4.mp4,0.64,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1364,A,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P50_webcam02_P50_friedegg.mp4,106.6,>60s,"[0, 269]",non_minus1,18.0,False,0,,disagree_foi_clean
1367,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P19_cam01_P19_pancake.mp4,263.6,>60s,"[810, 1964]",non_minus1,77.0,False,0,,disagree_foi_clean
1370,D,A,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_L8E0hD85g3A.mp4,337.103,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1373,D,A,False,sub1_baseline_preferred_proxy,mc,after,star,star_FU7HP.mp4,1.4,<2s,"[0, 34]",non_minus1,1.4,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1377,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_L2ntnUzANDw.mp4,372.4,>60s,"[0, 8283]",non_minus1,331.36,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1378,Yes,No,False,sub1_baseline_preferred_proxy,bool,before,agqa,agqa_JR6VG.mp4,1.08,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1380,A,D,False,sub1_baseline_preferred_proxy,mc,before,agqa,agqa_X3KFE.mp4,1.76,<2s,"[0, 43]",non_minus1,1.76,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1384,A,D,False,sub1_baseline_preferred_proxy,mc,until,agqa,agqa_TIWRY.mp4,1.92,<2s,"[0, 47]",non_minus1,1.92,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1387,B,A,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_JJ47B.mp4,0.76,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1392,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_trEWCgSF9ow.mp4,62.0,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1399,A,C,False,sub1_baseline_preferred_proxy,mc,until,ct,ct_qs2eKOubSYY.mp4,48.543,10-60s,"[264, 1032]",non_minus1,32.015,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1400,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,agqa,agqa_X91NG.mp4,1.2,<2s,"[0, 29]",non_minus1,1.2,False,0,,disagree_foi_clean
1404,B,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_cam01_P13_scrambledegg.mp4,113.133,>60s,"[600, 810]",non_minus1,14.067,False,0,,disagree_foi_clean
1405,C,B,False,sub1_baseline_preferred_proxy,mc,when,star,star_8WQOP.mp4,1.12,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1407,B,D,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_jQvzLHws6NQ.mp4,94.361,>60s,"[151, 2519]",non_minus1,79.046,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1412,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,agqa,agqa_X91NG.mp4,1.2,<2s,"[0, 29]",non_minus1,1.2,False,0,,disagree_foi_clean
1413,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_cnlhMtK-JUA.mp4,230.063,>60s,"[4981, 5398]",non_minus1,13.947,False,0,,disagree_foi_clean
1418,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,star,star_VCV6A.mp4,2.48,2-10s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1427,A,B,False,sub1_baseline_preferred_proxy,mc,immediately_after,star,star_APQSV.mp4,1.28,<2s,"[0, 31]",non_minus1,1.28,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1428,D,B,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,ct,ct_q5Ob6Be4nFo.mp4,439.106,>60s,"[2071, 3118]",non_minus1,34.966,False,0,,disagree_foi_clean
1437,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_gqXW2A1CILk.mp4,337.27,>60s,"[120, 9750]",non_minus1,321.354,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1442,B,C,False,sub1_baseline_preferred_proxy,mc,before,star,star_X3LEM.mp4,1.44,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1445,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_RbTKdGTIIQ8.mp4,206.74,>60s,"[1051, 5039]",non_minus1,133.078,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1446,C,A,False,sub1_baseline_preferred_proxy,mc,unknown,star,star_U0P7W.mp4,1.96,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1449,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_DVBVZ.mp4,0.84,<2s,"[0, 20]",non_minus1,0.84,False,0,foi_too_short,disagree_foi_suspicious
1453,D,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P04_cam01_P04_scrambledegg.mp4,181.8,>60s,"[1680, 2414]",non_minus1,49.0,False,0,,disagree_foi_clean
1458,C,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P51_webcam01_P51_friedegg.mp4,194.2,>60s,"[0, 359]",non_minus1,24.0,False,0,,disagree_foi_clean
1467,A,C,False,sub1_baseline_preferred_proxy,mc,always_after,star,star_QWKVM.mp4,2.68,2-10s,"[0, 66]",non_minus1,2.68,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1474,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_before,star,star_DYGB7.mp4,2.4,2-10s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1476,D,A,False,sub1_baseline_preferred_proxy,mc,always_before,agqa,agqa_XUV0Y.mp4,1.84,<2s,"[0, 24]",non_minus1,1.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1477,No,Yes,False,sub1_baseline_preferred_proxy,bool,after,ct,ct_F-Iz4zpeeOQ.mp4,594.84,>60s,"[12575, 13469]",non_minus1,35.8,False,0,,disagree_foi_clean
1486,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P50_webcam01_P50_pancake.mp4,327.867,>60s,"[2595, 3105]",non_minus1,34.067,False,0,,disagree_foi_clean
1487,Yes,No,False,sub1_baseline_preferred_proxy,bool,before,ct,ct_hnUx5hhih3E.mp4,334.624,>60s,"[6048, 6719]",non_minus1,28.0,False,0,,disagree_foi_clean
1495,C,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_scrambledegg.mp4,113.133,>60s,"[210, 420]",non_minus1,14.067,False,0,,disagree_foi_clean
1501,D,B,False,sub1_baseline_preferred_proxy,mc,when,star,star_EOD1J.mp4,1.04,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1504,A,B,False,sub1_baseline_preferred_proxy,mc,before,agqa,agqa_IJ3QB.mp4,1.56,<2s,"[0, 38]",non_minus1,1.56,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1505,B,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P26_webcam02_P26_friedegg.mp4,209.8,>60s,"[2805, 3146]",non_minus1,22.8,False,0,,disagree_foi_clean
1508,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[435, 779]",non_minus1,23.0,False,0,,disagree_foi_clean
1523,C,D,False,sub1_baseline_preferred_proxy,mc,after,agqa,agqa_W3I8W.mp4,1.28,<2s,"[0, 31]",non_minus1,1.28,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1524,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,agqa,agqa_ECMQU.mp4,1.56,<2s,"[0, 38]",non_minus1,1.56,False,0,,disagree_foi_clean
1525,No,Yes,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,bf,bf_P43_cam01_P43_scrambledegg.mp4,136.933,>60s,"[120, 2025]",non_minus1,127.067,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1528,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_IG1YT.mp4,1.2,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1529,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[735, 1454]",non_minus1,48.0,False,0,,disagree_foi_clean
1534,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_o86p0cKwjUw.mp4,142.351,>60s,"[1297, 2614]",non_minus1,54.972,False,0,,disagree_foi_clean
1539,B,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[1995, 2354]",non_minus1,24.0,False,0,,disagree_foi_clean
1543,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_xF9T3AkqLic.mp4,270.375,>60s,"[2328, 2904]",non_minus1,24.042,False,0,,disagree_foi_clean
1545,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_NBSPH.mp4,2.56,2-10s,"[0, 63]",non_minus1,2.56,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1547,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_5ZgNTMusU0w.mp4,576.88,>60s,"[7022, 12722]",non_minus1,228.04,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1554,D,B,False,sub1_baseline_preferred_proxy,mc,unknown,star,star_07LG5.mp4,1.56,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1559,C,B,False,sub1_baseline_preferred_proxy,mc,immediately_after,agqa,agqa_NDYOR.mp4,1.84,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1562,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_42E9I.mp4,0.48,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1565,B,A,False,sub1_baseline_preferred_proxy,mc,before,star,star_X3LEM.mp4,1.44,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1571,A,C,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,ct,ct_YvpUotqK6rI.mp4,339.673,>60s,"[6541, 7318]",non_minus1,25.959,False,0,,disagree_foi_clean
1572,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_RZPOCAh5TE8.mp4,341.441,>60s,"[7081, 7679]",non_minus1,19.987,False,0,,disagree_foi_clean
1576,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[525, 1005]",non_minus1,32.067,False,0,,disagree_foi_clean
1578,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P53_cam02_P53_cereals.mp4,56.6,10-60s,"[0, 538]",non_minus1,35.976,False,0,,disagree_foi_clean
1583,A,B,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,agqa,agqa_CALKE.mp4,1.16,<2s,"[0, 28]",non_minus1,1.16,False,0,,disagree_foi_clean
1585,C,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P49_cam01_P49_friedegg.mp4,345.067,>60s,"[195, 390]",non_minus1,13.067,False,0,,disagree_foi_clean
1589,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_Bqwh7ZC2wU0.mp4,303.236,>60s,"[61, 5639]",non_minus1,186.153,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1590,A,D,False,sub1_baseline_preferred_proxy,mc,always_after,ct,ct_mN3Tus1ellQ.mp4,180.581,>60s,"[60, 5369]",non_minus1,177.177,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1594,Yes,No,False,sub1_baseline_preferred_proxy,bool,after,bf,bf_P45_cam02_P45_friedegg.mp4,185.267,>60s,"[1155, 1559]",non_minus1,27.0,False,0,,disagree_foi_clean
1596,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_JV4ss42WZG8.mp4,65.733,>60s,"[91, 1049]",non_minus1,31.983,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1599,C,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[3780, 5417]",non_minus1,109.2,False,0,,disagree_foi_clean
1602,B,A,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_XBXKO.mp4,0.76,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1603,D,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P07_webcam01_P07_friedegg.mp4,199.267,>60s,"[840, 1274]",non_minus1,29.0,False,0,,disagree_foi_clean
1604,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_TKAUR.mp4,2.64,2-10s,"[0, 65]",non_minus1,2.64,False,0,,disagree_foi_clean
1607,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,agqa,agqa_1SLTT.mp4,0.6,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1609,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,agqa,agqa_C1DK7.mp4,2.72,2-10s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1610,A,C,False,sub1_baseline_preferred_proxy,mc,before,star,star_U1BQ0.mp4,2.6,2-10s,"[0, 50]",non_minus1,2.04,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1618,D,B,False,sub1_baseline_preferred_proxy,mc,until,ct,ct_OqJ7-y5bgS4.mp4,217.551,>60s,"[931, 6519]",non_minus1,186.486,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1632,C,A,False,sub1_baseline_preferred_proxy,mc,after,ct,ct_goqPhR4gW4Y.mp4,193.861,>60s,"[30, 5459]",non_minus1,181.15,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1635,C,D,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_eEBZ0nY0FFI.mp4,319.828,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1638,C,B,False,sub1_baseline_preferred_proxy,mc,while,agqa,agqa_J5FLP.mp4,1.0,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1652,B,D,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_V8K-vLG-Ygg.mp4,133.167,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1654,No,Yes,False,sub1_baseline_preferred_proxy,bool,since,star,star_VU760.mp4,1.12,<2s,"[0, 27]",non_minus1,1.12,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1660,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_vl8rZXq7gK8.mp4,196.04,>60s,"[2757, 3386]",non_minus1,25.2,False,0,,disagree_foi_clean
1666,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_after,ct,ct_GEkvjhpOZ0A.mp4,577.945,>60s,"[4680, 9269]",non_minus1,153.153,False,0,,disagree_foi_clean
1667,B,A,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P26_webcam02_P26_friedegg.mp4,209.8,>60s,"[2145, 2489]",non_minus1,23.0,False,0,,disagree_foi_clean
1669,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P03_cam01_P03_cereals.mp4,55.6,10-60s,"[375, 599]",non_minus1,15.0,False,0,,disagree_foi_clean
1675,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_after,ct,ct_Jp1U6Gb1DxM.mp4,77.177,>60s,"[1201, 1888]",non_minus1,22.956,False,0,,disagree_foi_clean
1677,A,B,False,sub1_baseline_preferred_proxy,mc,when,star,star_BMLFA.mp4,0.84,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1678,C,A,False,sub1_baseline_preferred_proxy,mc,unknown,star,star_3JSX7.mp4,0.6,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1679,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P07_webcam01_P07_friedegg.mp4,199.267,>60s,"[420, 719]",non_minus1,20.0,False,0,,disagree_foi_clean
1682,C,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P26_webcam02_P26_friedegg.mp4,209.8,>60s,"[1170, 1619]",non_minus1,30.0,False,0,,disagree_foi_clean
1684,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_pAlHOA0LMFc.mp4,125.48,>60s,"[48, 2304]",non_minus1,90.28,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1687,C,A,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_XBXKO.mp4,0.76,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1700,No,Yes,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,bf,bf_P43_cam01_P43_scrambledegg.mp4,136.933,>60s,"[0, 60]",non_minus1,4.067,False,0,,disagree_foi_clean
1701,C,B,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_bTnJOeTFlic.mp4,242.24,>60s,"[0, 5305]",non_minus1,212.24,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1704,A,D,False,sub1_baseline_preferred_proxy,mc,after,ct,ct_TNir6MEUPQw.mp4,281.167,>60s,"[150, 8434]",non_minus1,276.167,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1705,Yes,No,False,sub1_baseline_preferred_proxy,bool,after,star,star_8PL34.mp4,1.24,<2s,"[0, 30]",non_minus1,1.24,False,0,,disagree_foi_clean
1706,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,agqa,agqa_UHDEF.mp4,2.24,2-10s,"[0, 24]",non_minus1,1.0,False,0,,disagree_foi_clean
1710,A,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[556, 898]",non_minus1,22.877,False,0,,disagree_foi_clean
1711,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_B3SF6.mp4,1.36,<2s,"[0, 33]",non_minus1,1.36,False,0,,disagree_foi_clean
1712,C,D,False,sub1_baseline_preferred_proxy,mc,after,star,star_WDCGH.mp4,1.2,<2s,"[0, 29]",non_minus1,1.2,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1718,B,A,False,sub1_baseline_preferred_proxy,mc,since,agqa,agqa_VSWNF.mp4,1.6,<2s,"[0, 24]",non_minus1,1.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1722,No,Yes,False,sub1_baseline_preferred_proxy,bool,since,agqa,agqa_APLZS.mp4,1.8,<2s,"[0, 44]",non_minus1,1.8,False,0,,disagree_foi_clean
1724,Yes,No,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,agqa,agqa_74P3C.mp4,0.8,<2s,"[0, 19]",non_minus1,0.8,False,0,foi_too_short,disagree_foi_suspicious
1730,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_scrambledegg.mp4,113.133,>60s,"[285, 719]",non_minus1,29.0,False,0,,disagree_foi_clean
1736,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_AEKYE.mp4,1.64,<2s,"[0, 40]",non_minus1,1.64,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1742,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_NBSPH.mp4,2.56,2-10s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
